geometry.coordinates,geometry.type,id,properties.alert,properties.cdi,properties.code,properties.detail,properties.dmin,properties.felt,properties.gap,properties.ids,properties.mag,properties.magType,properties.mmi,properties.net,properties.nst,properties.place,properties.rms,properties.sig,properties.sources,properties.status,properties.time,properties.title,properties.tsunami,properties.type,properties.types,properties.tz,properties.updated,properties.url,type
"[-116.8141667, 33.594, 8.57]",Point,ci37511792,,,37511792,http://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ci37511792.geojson,0.04179,,31.0,",ci37511792,",1.2,ml,,ci,44.0,"14km WNW of Anza, California",0.15,22,",ci,",reviewed,1452466262660,"M 1.2 - 14km WNW of Anza, California",0,earthquake,",cap,focal-mechanism,general-link,geoserve,nearby-cities,origin,phase-data,scitech-link,",-480,1452522612560,http://earthquake.usgs.gov/earthquakes/eventpage/ci37511792,Feature
"[-140.6391, 60.0817, 6.5]",Point,ak12455311,,,12455311,http://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ak12455311.geojson,,,,",ak12455311,",1.8,ml,,ak,,"78km NW of Yakutat, Alaska",0.61,50,",ak,",reviewed,1452466133000,"M 1.8 - 78km NW of Yakutat, Alaska",0,earthquake,",cap,general-link,geoserve,nearby-cities,origin,tectonic-summary,",-540,1452810550415,http://earthquake.usgs.gov/earthquakes/eventpage/ak12455311,Feature
"[-117.9318333, 33.9415, 7.18]",Point,ci37511784,,,37511784,http://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ci37511784.geojson,0.007781,,189.0,",ci37511784,",0.98,ml,,ci,13.0,"2km NE of La Habra, California",0.14,15,",ci,",reviewed,1452465680680,"M 1.0 - 2km NE of La Habra, California",0,earthquake,",cap,general-link,geoserve,nearby-cities,origin,phase-data,scitech-link,",-480,1452551628548,http://earthquake.usgs.gov/earthquakes/eventpage/ci37511784,Feature
"[-152.4858, 59.8488, 77.6]",Point,ak12455299,,4.3,12455299,http://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ak12455299.geojson,,8.0,,",ak12455299,",3.8,ml,,ak,,"37km WNW of Anchor Point, Alaska",0.68,226,",ak,",reviewed,1452465578000,"M 3.8 - 37km WNW of Anchor Point, Alaska",0,earthquake,",cap,dyfi,general-link,geoserve,nearby-cities,origin,tectonic-summary,",-540,1452824378073,http://earthquake.usgs.gov/earthquakes/eventpage/ak12455299,Feature
"[-140.9987, 61.3502, 6.3]",Point,ak12461371,,,12461371,http://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ak12461371.geojson,,,,",ak12461371,",1.0,ml,,ak,,"163km NNE of Cape Yakataga, Alaska",0.24,15,",ak,",reviewed,1452464966000,"M 1.0 - 163km NNE of Cape Yakataga, Alaska",0,earthquake,",general-link,geoserve,nearby-cities,origin,tectonic-summary,",-480,1452824380499,http://earthquake.usgs.gov/earthquakes/eventpage/ak12461371,Feature
"[-118.7859, 38.6598, 11.5]",Point,nn00526277,,,00526277,http://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/nn00526277.geojson,0.209,,152.78,",nn00526277,",1.1,ml,,nn,9.0,"20km NW of Hawthorne, Nevada",0.0917,19,",nn,",reviewed,1452464598434,"M 1.1 - 20km NW of Hawthorne, Nevada",0,earthquake,",cap,general-link,geoserve,nearby-cities,origin,phase-data,",-480,1452472393320,http://earthquake.usgs.gov/earthquakes/eventpage/nn00526277,Feature
"[-122.8136673, 38.8131676, 2.15]",Point,nc72578361,,,72578361,http://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/nc72578361.geojson,0.01059,,90.0,",nc72578361,",0.87,md,,nc,13.0,"6km NW of The Geysers, California",0.02,12,",nc,",automatic,1452464402830,"M 0.9 - 6km NW of The Geysers, California",0,earthquake,",general-link,geoserve,nearby-cities,origin,phase-data,scitech-link,",-480,1452472388066,http://earthquake.usgs.gov/earthquakes/eventpage/nc72578361,Feature
"[166.3521, -11.6252, 67.31]",Point,us10004dcs,,1.0,10004dcs,http://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/us10004dcs.geojson,3.888,0.0,44.0,",us10004dcs,",5.0,mb,,us,,"115km SSE of Lata, Solomon Islands",0.9,385,",us,",reviewed,1452463657650,"M 5.0 - 115km SSE of Lata, Solomon Islands",0,earthquake,",cap,dyfi,geoserve,nearby-cities,origin,phase-data,tectonic-summary,",660,1452464517928,http://earthquake.usgs.gov/earthquakes/eventpage/us10004dcs,Feature
"[-152.1223, 60.8669, 110.8]",Point,ak12461370,,,12461370,http://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ak12461370.geojson,,,,",ak12461370,",2.1,ml,,ak,,"49km WNW of Nikiski, Alaska",0.43,68,",ak,",reviewed,1452463609000,"M 2.1 - 49km WNW of Nikiski, Alaska",0,earthquake,",general-link,geoserve,nearby-cities,origin,tectonic-summary,",-540,1452810528494,http://earthquake.usgs.gov/earthquakes/eventpage/ak12461370,Feature
"[-118.7916, 38.6595, 9]",Point,nn00526243,,,00526243,http://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/nn00526243.geojson,0.213,,153.48,",nn00526243,",0.5,ml,,nn,7.0,"20km NW of Hawthorne, Nevada",0.1081,4,",nn,",reviewed,1452462703790,"M 0.5 - 20km NW of Hawthorne, Nevada",0,earthquake,",cap,general-link,geoserve,nearby-cities,origin,phase-data,",-480,1452464804966,http://earthquake.usgs.gov/earthquakes/eventpage/nn00526243,Feature
"[-122.8161697, 38.8086662, 1.57]",Point,nc72578351,,,72578351,http://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/nc72578351.geojson,0.01546,,104.0,",nc72578351,",0.58,md,,nc,13.0,"6km NW of The Geysers, California",0.03,5,",nc,",automatic,1452462559390,"M 0.6 - 6km NW of The Geysers, California",0,earthquake,",general-link,geoserve,nearby-cities,origin,phase-data,scitech-link,",-480,1452463565026,http://earthquake.usgs.gov/earthquakes/eventpage/nc72578351,Feature
"[-161.5238, 54.4744, 8.4]",Point,ak12455228,,1.0,12455228,http://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ak12455228.geojson,,0.0,,",ak12455228,",2.6,ml,,ak,,"110km SE of Cold Bay, Alaska",0.68,104,",ak,",reviewed,1452461618000,"M 2.6 - 110km SE of Cold Bay, Alaska",0,earthquake,",dyfi,general-link,geoserve,nearby-cities,origin,tectonic-summary,",-660,1452810693919,http://earthquake.usgs.gov/earthquakes/eventpage/ak12455228,Feature
"[-122.8529968, 38.8271675, 2.22]",Point,nc72578346,,,72578346,http://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/nc72578346.geojson,0.003051,,129.0,",nc72578346,",1.11,md,,nc,20.0,"10km WNW of The Geysers, California",0.02,19,",nc,",automatic,1452461518360,"M 1.1 - 10km WNW of The Geysers, California",0,earthquake,",general-link,geoserve,nearby-cities,origin,phase-data,scitech-link,",-480,1452470704368,http://earthquake.usgs.gov/earthquakes/eventpage/nc72578346,Feature
"[-67.7462, 18.954, 24]",Point,pr16010010,,1.0,16010010,http://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/pr16010010.geojson,0.77165283,0.0,334.8,",pr16010010,",2.9,Md,,pr,6.0,"80km ENE of Punta Cana, Dominican Republic",0.31,129,",pr,",REVIEWED,1452461108800,"M 2.9 - 80km ENE of Punta Cana, Dominican Republic",0,earthquake,",cap,dyfi,geoserve,nearby-cities,origin,tectonic-summary,",-300,1452469225946,http://earthquake.usgs.gov/earthquakes/eventpage/pr16010010,Feature
"[-151.0766, 63.0208, 124.2]",Point,ak12455226,,,12455226,http://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ak12455226.geojson,,,,",ak12455226,",2.0,ml,,ak,,"92km NNW of Talkeetna, Alaska",0.42,62,",ak,",reviewed,1452461062000,"M 2.0 - 92km NNW of Talkeetna, Alaska",0,earthquake,",general-link,geoserve,nearby-cities,origin,tectonic-summary,",-540,1452810552198,http://earthquake.usgs.gov/earthquakes/eventpage/ak12455226,Feature
"[-119.7558333, 38.638, -1.93]",Point,nc72578341,,,72578341,http://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/nc72578341.geojson,0.06782,,192.0,",nn00526227,nc72578341,",1.92,md,,nc,10.0,"27km S of Gardnerville Ranchos, Nevada",0.12,57,",nn,nc,",reviewed,1452460963460,"M 1.9 - 27km S of Gardnerville Ranchos, Nevada",0,earthquake,",general-link,general-link,geoserve,nearby-cities,origin,phase-data,scitech-link,",-480,1452553325170,http://earthquake.usgs.gov/earthquakes/eventpage/nc72578341,Feature
"[-137.8183, 57.8081, 15.8]",Point,ak12461367,,,12461367,http://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ak12461367.geojson,,,,",ak12461367,",2.1,ml,,ak,,"139km WSW of Gustavus, Alaska",0.39,68,",ak,",reviewed,1452460610000,"M 2.1 - 139km WSW of Gustavus, Alaska",0,earthquake,",general-link,geoserve,nearby-cities,origin,tectonic-summary,",-540,1452810527796,http://earthquake.usgs.gov/earthquakes/eventpage/ak12461367,Feature
"[-118.4702, 38.2884, 9.3]",Point,nn00526225,,,00526225,http://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/nn00526225.geojson,0.046,,156.73,",nn00526225,",0.2,ml,,nn,5.0,"29km SSE of Hawthorne, Nevada",0.0617,1,",nn,",reviewed,1452460057621,"M 0.2 - 29km SSE of Hawthorne, Nevada",0,earthquake,",cap,general-link,geoserve,nearby-cities,origin,phase-data,",-480,1452462573462,http://earthquake.usgs.gov/earthquakes/eventpage/nn00526225,Feature
"[-64.982, 18.1205, 18]",Point,pr16010008,,,16010008,http://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/pr16010008.geojson,0.23086703,,216.0,",pr16010008,",2.3,Md,,pr,9.0,"25km SSW of Charlotte Amalie, U.S. Virgin Islands",0.37,81,",pr,",REVIEWED,1452459776700,"M 2.3 - 25km SSW of Charlotte Amalie, U.S. Virgin Islands",0,earthquake,",cap,geoserve,nearby-cities,origin,tectonic-summary,",-240,1452460728231,http://earthquake.usgs.gov/earthquakes/eventpage/pr16010008,Feature
"[-122.7945023, 38.8286667, 0.81]",Point,nc72578336,,,72578336,http://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/nc72578336.geojson,0.01026,,57.0,",nc72578336,",1.07,md,,nc,15.0,"6km W of Cobb, California",0.04,18,",nc,",automatic,1452459516330,"M 1.1 - 6km W of Cobb, California",0,earthquake,",general-link,geoserve,nearby-cities,origin,phase-data,scitech-link,",-480,1452461164910,http://earthquake.usgs.gov/earthquakes/eventpage/nc72578336,Feature
"[-110.3553333, 44.4445, 3.29]",Point,uu60008910,,,60008910,http://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/uu60008910.geojson,0.073,,112.0,",uu60008910,",0.35,md,,uu,5.0,"37km E of Old Faithful Geyser, Wyoming",0.04,2,",uu,",reviewed,1452459173290,"M 0.4 - 37km E of Old Faithful Geyser, Wyoming",0,earthquake,",cap,general-link,geoserve,nearby-cities,origin,phase-data,",-420,1452535657410,http://earthquake.usgs.gov/earthquakes/eventpage/uu60008910,Feature
"[-149.9311, 61.7599, 42.7]",Point,ak12455220,,1.0,12455220,http://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ak12455220.geojson,,0.0,,",ak12455220,",2.6,ml,,ak,,"5km ENE of Willow, Alaska",0.56,104,",ak,",reviewed,1452459154000,"M 2.6 - 5km ENE of Willow, Alaska",0,earthquake,",dyfi,general-link,geoserve,nearby-cities,origin,tectonic-summary,",-540,1452810714738,http://earthquake.usgs.gov/earthquakes/eventpage/ak12455220,Feature
"[-110.3526667, 44.4455, 3.08]",Point,uu60135492,,,60135492,http://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/uu60135492.geojson,0.072,,111.0,",uu60135492,",-0.08,md,,uu,5.0,"37km E of Old Faithful Geyser, Wyoming",0.06,0,",uu,",reviewed,1452459143500,"M -0.1 - 37km E of Old Faithful Geyser, Wyoming",0,earthquake,",general-link,geoserve,nearby-cities,origin,phase-data,",-420,1452535500960,http://earthquake.usgs.gov/earthquakes/eventpage/uu60135492,Feature
"[178.4321, 51.8589, 92.8]",Point,ak12461365,,1.0,12461365,http://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ak12461365.geojson,,0.0,,",ak12461365,",3.1,ml,,ak,,"11km SSW of Little Sitkin Island, Alaska",0.32,148,",ak,",reviewed,1452459076000,"M 3.1 - 11km SSW of Little Sitkin Island, Alaska",0,earthquake,",dyfi,general-link,geoserve,nearby-cities,origin,tectonic-summary,",-600,1452824479558,http://earthquake.usgs.gov/earthquakes/eventpage/ak12461365,Feature
"[-110.3411667, 44.4428333, 7.92]",Point,uu60135487,,,60135487,http://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/uu60135487.geojson,0.065,,105.0,",uu60135487,",1.19,md,,uu,11.0,"38km E of Old Faithful Geyser, Wyoming",0.14,22,",uu,",reviewed,1452458562160,"M 1.2 - 38km E of Old Faithful Geyser, Wyoming",0,earthquake,",cap,general-link,geoserve,nearby-cities,origin,phase-data,",-420,1452535252230,http://earthquake.usgs.gov/earthquakes/eventpage/uu60135487,Feature
"[-124.2931667, 40.5018333, 17.75]",Point,nc72578326,,,72578326,http://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/nc72578326.geojson,0.04279,,159.0,",nc72578326,",1.63,md,,nc,17.0,"8km SSW of Ferndale, California",0.05,41,",nc,",reviewed,1452458389010,"M 1.6 - 8km SSW of Ferndale, California",0,earthquake,",general-link,geoserve,nearby-cities,origin,phase-data,scitech-link,",-480,1452906365237,http://earthquake.usgs.gov/earthquakes/eventpage/nc72578326,Feature
"[-117.7998333, 36.0115, 2.05]",Point,ci37511776,,,37511776,http://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ci37511776.geojson,0.03119,,122.0,",ci37511776,",0.48,ml,,ci,8.0,"13km NE of Little Lake, California",0.05,4,",ci,",reviewed,1452458312780,"M 0.5 - 13km NE of Little Lake, California",0,earthquake,",cap,general-link,geoserve,nearby-cities,origin,phase-data,scitech-link,",-480,1452544464269,http://earthquake.usgs.gov/earthquakes/eventpage/ci37511776,Feature
"[-117.8015, 36.0121667, 1.79]",Point,ci37273885,,,37273885,http://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ci37273885.geojson,0.03213,,123.0,",ci37273885,",0.83,ml,,ci,10.0,"13km NE of Little Lake, California",0.09,11,",ci,",reviewed,1452458037100,"M 0.8 - 13km NE of Little Lake, California",0,earthquake,",cap,general-link,geoserve,nearby-cities,origin,phase-data,scitech-link,",-480,1452552637752,http://earthquake.usgs.gov/earthquakes/eventpage/ci37273885,Feature
"[-117.8025, 36.0136667, 1.77]",Point,ci37511768,,,37511768,http://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ci37511768.geojson,0.03231,,125.0,",ci37511768,",0.64,ml,,ci,14.0,"13km NE of Little Lake, California",0.1,6,",ci,",reviewed,1452458020330,"M 0.6 - 13km NE of Little Lake, California",0,earthquake,",cap,general-link,geoserve,nearby-cities,origin,phase-data,scitech-link,",-480,1452552538200,http://earthquake.usgs.gov/earthquakes/eventpage/ci37511768,Feature
"[-65.0018, 19.482, 74]",Point,pr16010009,,1.0,16010009,http://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/pr16010009.geojson,1.19745427,0.0,316.8,",pr16010009,",2.6,Md,,pr,3.0,"124km NNW of Road Town, British Virgin Islands",0.2,104,",pr,",REVIEWED,1452457883100,"M 2.6 - 124km NNW of Road Town, British Virgin Islands",0,earthquake,",cap,dyfi,geoserve,nearby-cities,origin,tectonic-summary,",-240,1452469158638,http://earthquake.usgs.gov/earthquakes/eventpage/pr16010009,Feature
"[-149.7758, 61.6255, 44.5]",Point,ak12461364,,,12461364,http://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ak12461364.geojson,,,,",ak12461364,",1.3,ml,,ak,,"2km ESE of Houston, Alaska",0.47,26,",ak,",reviewed,1452457657000,"M 1.3 - 2km ESE of Houston, Alaska",0,earthquake,",general-link,geoserve,nearby-cities,origin,tectonic-summary,",-540,1452824382137,http://earthquake.usgs.gov/earthquakes/eventpage/ak12461364,Feature
"[-140.0348, 60.0573, 6.2]",Point,ak12461363,,,12461363,http://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ak12461363.geojson,,,,",ak12461363,",1.5,ml,,ak,,"59km NNW of Yakutat, Alaska",0.64,35,",ak,",reviewed,1452457403000,"M 1.5 - 59km NNW of Yakutat, Alaska",0,earthquake,",general-link,geoserve,nearby-cities,origin,tectonic-summary,",-540,1452810524042,http://earthquake.usgs.gov/earthquakes/eventpage/ak12461363,Feature
"[-116.7913333, 33.9166667, 16.93]",Point,ci37511760,,,37511760,http://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ci37511760.geojson,0.119,,110.0,",ci37511760,",0.59,ml,,ci,14.0,"0km WSW of Cabazon, California",0.23,5,",ci,",reviewed,1452457393480,"M 0.6 - 0km WSW of Cabazon, California",0,earthquake,",cap,general-link,geoserve,nearby-cities,origin,phase-data,scitech-link,tectonic-summary,",-480,1452522675372,http://earthquake.usgs.gov/earthquakes/eventpage/ci37511760,Feature
"[-118.2685, 36.4093333, 7.14]",Point,ci37511752,,,37511752,http://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ci37511752.geojson,0.1549,,82.0,",ci37511752,",1.49,ml,,ci,28.0,"26km SW of Lone Pine, California",0.13,34,",ci,",reviewed,1452457376210,"M 1.5 - 26km SW of Lone Pine, California",0,earthquake,",cap,general-link,geoserve,nearby-cities,origin,phase-data,scitech-link,",-480,1452551904182,http://earthquake.usgs.gov/earthquakes/eventpage/ci37511752,Feature
"[-163.1388, 53.764, 4.4]",Point,ak12461362,,1.0,12461362,http://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ak12461362.geojson,,0.0,,",ak12461362,",2.5,ml,,ak,,"122km S of False Pass, Alaska",0.4,96,",ak,",reviewed,1452457260000,"M 2.5 - 122km S of False Pass, Alaska",0,earthquake,",dyfi,general-link,geoserve,nearby-cities,origin,tectonic-summary,",-660,1452810565637,http://earthquake.usgs.gov/earthquakes/eventpage/ak12461362,Feature
"[-118.8021, 38.6496, 6.5]",Point,nn00526210,,,00526210,http://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/nn00526210.geojson,0.194,,116.6,",nn00526210,",1.3,ml,,nn,14.0,"20km NW of Hawthorne, Nevada",0.1104,26,",nn,",reviewed,1452456825453,"M 1.3 - 20km NW of Hawthorne, Nevada",0,earthquake,",cap,general-link,geoserve,nearby-cities,origin,phase-data,",-480,1452457920656,http://earthquake.usgs.gov/earthquakes/eventpage/nn00526210,Feature
"[-118.7916, 38.6568, 9.8]",Point,nn00526241,,,00526241,http://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/nn00526241.geojson,0.212,,153.81,",nn00526241,",0.5,ml,,nn,7.0,"20km NW of Hawthorne, Nevada",0.0818,4,",nn,",reviewed,1452456326442,"M 0.5 - 20km NW of Hawthorne, Nevada",0,earthquake,",cap,general-link,geoserve,nearby-cities,origin,phase-data,",-480,1452464434268,http://earthquake.usgs.gov/earthquakes/eventpage/nn00526241,Feature
"[-149.6837, 61.7288, 38.8]",Point,ak12455151,,,12455151,http://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ak12455151.geojson,,,,",ak12455151,",1.9,ml,,ak,,"12km NNW of Meadow Lakes, Alaska",0.51,56,",ak,",reviewed,1452455902000,"M 1.9 - 12km NNW of Meadow Lakes, Alaska",0,earthquake,",general-link,geoserve,nearby-cities,origin,tectonic-summary,",-540,1452810554193,http://earthquake.usgs.gov/earthquakes/eventpage/ak12455151,Feature
"[-153.1298, 59.3239, 90.6]",Point,ak12461360,,,12461360,http://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ak12461360.geojson,,,,",ak12461360,",2.0,ml,,ak,,"89km SW of Anchor Point, Alaska",0.33,62,",ak,",reviewed,1452455084000,"M 2.0 - 89km SW of Anchor Point, Alaska",0,earthquake,",general-link,geoserve,nearby-cities,origin,tectonic-summary,",-540,1452810522305,http://earthquake.usgs.gov/earthquakes/eventpage/ak12461360,Feature
"[-118.946, 37.6478333, 5.15]",Point,nc72578316,,,72578316,http://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/nc72578316.geojson,0.01884,,78.0,",nc72578316,",0.38,md,,nc,16.0,"2km E of Mammoth Lakes, California",0.04,2,",nc,",reviewed,1452454959390,"M 0.4 - 2km E of Mammoth Lakes, California",0,earthquake,",cap,general-link,geoserve,nearby-cities,origin,phase-data,scitech-link,",-480,1452552729132,http://earthquake.usgs.gov/earthquakes/eventpage/nc72578316,Feature
"[-122.7829971, 38.7938347, 1.33]",Point,nc72578311,,,72578311,http://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/nc72578311.geojson,0.003901,,85.0,",nc72578311,",0.9,md,,nc,13.0,"2km NW of The Geysers, California",0.02,12,",nc,",automatic,1452454923110,"M 0.9 - 2km NW of The Geysers, California",0,earthquake,",general-link,geoserve,nearby-cities,origin,phase-data,scitech-link,",-480,1452464704066,http://earthquake.usgs.gov/earthquakes/eventpage/nc72578311,Feature
"[-121.4676667, 40.7098333, 8.48]",Point,nc72578306,,,72578306,http://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/nc72578306.geojson,0.1063,,138.0,",nc72578306,",1.69,md,,nc,13.0,"25km SE of Burney, California",0.05,44,",nc,",reviewed,1452453926420,"M 1.7 - 25km SE of Burney, California",0,earthquake,",cap,general-link,geoserve,nearby-cities,origin,phase-data,scitech-link,",-480,1452562564538,http://earthquake.usgs.gov/earthquakes/eventpage/nc72578306,Feature
"[-144.0574, 65.0349, 10]",Point,ak12461359,,,12461359,http://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ak12461359.geojson,,,,",ak12461359,",0.9,ml,,ak,,"56km SSE of Circle Hot Springs Station, Alaska",0.5,12,",ak,",reviewed,1452453795000,"M 0.9 - 56km SSE of Circle Hot Springs Station, Alaska",0,earthquake,",general-link,geoserve,nearby-cities,origin,",-540,1452824396175,http://earthquake.usgs.gov/earthquakes/eventpage/ak12461359,Feature
"[-120.4749, 39.2356, 6]",Point,nn00526199,,,00526199,http://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/nn00526199.geojson,0.167,,115.56,",nn00526199,",1.2,ml,,nn,15.0,"27km WSW of Truckee, California",0.1284,22,",nn,",reviewed,1452453095232,"M 1.2 - 27km WSW of Truckee, California",0,earthquake,",cap,general-link,geoserve,nearby-cities,origin,phase-data,",-480,1452456444957,http://earthquake.usgs.gov/earthquakes/eventpage/nn00526199,Feature
"[-149.7021, 62.8234, 69.2]",Point,ak12461358,,,12461358,http://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ak12461358.geojson,,,,",ak12461358,",1.4,ml,,ak,,"59km NNE of Talkeetna, Alaska",0.52,30,",ak,",reviewed,1452453084000,"M 1.4 - 59km NNE of Talkeetna, Alaska",0,earthquake,",general-link,geoserve,nearby-cities,origin,tectonic-summary,",-540,1452810520804,http://earthquake.usgs.gov/earthquakes/eventpage/ak12461358,Feature
